date,period,year,quarter,area,value
2017-01-01,2017-Q%q,2017,2017Q1,Ireland,2740.0
2017-01-01,2017-Q%q,2017,2017Q1,Cork City Council,95.0
2017-01-01,2017-Q%q,2017,2017Q1,Clare County Council,58.0
2017-01-01,2017-Q%q,2017,2017Q1,Cavan County Council,35.0
2017-01-01,2017-Q%q,2017,2017Q1,Cork County Council,186.0
2017-01-01,2017-Q%q,2017,2017Q1,Carlow County Council,16.0
2017-01-01,2017-Q%q,2017,2017Q1,Dublin City Council,220.0
2017-01-01,2017-Q%q,2017,2017Q1,Dún Laoghaire Rathdown County Council,374.0
2017-01-01,2017-Q%q,2017,2017Q1,Donegal County Council,75.0
2017-01-01,2017-Q%q,2017,2017Q1,Fingal County Council,291.0
2017-01-01,2017-Q%q,2017,2017Q1,Galway County Council,111.0
2017-01-01,2017-Q%q,2017,2017Q1,Galway City Council,36.0
2017-01-01,2017-Q%q,2017,2017Q1,Kildare County Council,193.0
2017-01-01,2017-Q%q,2017,2017Q1,Kilkenny County Council,42.0
2017-01-01,2017-Q%q,2017,2017Q1,Kerry County Council,54.0
2017-01-01,2017-Q%q,2017,2017Q1,Longford County Council,9.0
2017-01-01,2017-Q%q,2017,2017Q1,Louth County Council,75.0
2017-01-01,2017-Q%q,2017,2017Q1,Limerick City & County Council,76.0
2017-01-01,2017-Q%q,2017,2017Q1,Leitrim County Council,13.0
2017-01-01,2017-Q%q,2017,2017Q1,Laois County Council,28.0
2017-01-01,2017-Q%q,2017,2017Q1,Meath County Council,176.0
2017-01-01,2017-Q%q,2017,2017Q1,Monaghan County Council,22.0
2017-01-01,2017-Q%q,2017,2017Q1,Mayo County Council,37.0
2017-01-01,2017-Q%q,2017,2017Q1,Offaly County Council,30.0
2017-01-01,2017-Q%q,2017,2017Q1,Roscommon County Council,17.0
2017-01-01,2017-Q%q,2017,2017Q1,South Dublin County Council,149.0
2017-01-01,2017-Q%q,2017,2017Q1,Sligo County Council,20.0
2017-01-01,2017-Q%q,2017,2017Q1,Tipperary County Council,33.0
2017-01-01,2017-Q%q,2017,2017Q1,Waterford City & County Council,59.0
2017-01-01,2017-Q%q,2017,2017Q1,Westmeath County Council,22.0
2017-01-01,2017-Q%q,2017,2017Q1,Wicklow County Council,99.0
2017-01-01,2017-Q%q,2017,2017Q1,Wexford County Council,89.0
2017-04-01,2017-Q%q,2017,2017Q2,Ireland,3233.0
2017-04-01,2017-Q%q,2017,2017Q2,Cork City Council,76.0
2017-04-01,2017-Q%q,2017,2017Q2,Clare County Council,49.0
2017-04-01,2017-Q%q,2017,2017Q2,Cavan County Council,38.0
2017-04-01,2017-Q%q,2017,2017Q2,Cork County Council,238.0
2017-04-01,2017-Q%q,2017,2017Q2,Carlow County Council,26.0
2017-04-01,2017-Q%q,2017,2017Q2,Dublin City Council,318.0
2017-04-01,2017-Q%q,2017,2017Q2,Dún Laoghaire Rathdown County Council,346.0
2017-04-01,2017-Q%q,2017,2017Q2,Donegal County Council,93.0
2017-04-01,2017-Q%q,2017,2017Q2,Fingal County Council,343.0
2017-04-01,2017-Q%q,2017,2017Q2,Galway County Council,102.0
2017-04-01,2017-Q%q,2017,2017Q2,Galway City Council,37.0
2017-04-01,2017-Q%q,2017,2017Q2,Kildare County Council,215.0
2017-04-01,2017-Q%q,2017,2017Q2,Kilkenny County Council,38.0
2017-04-01,2017-Q%q,2017,2017Q2,Kerry County Council,79.0
2017-04-01,2017-Q%q,2017,2017Q2,Longford County Council,18.0
2017-04-01,2017-Q%q,2017,2017Q2,Louth County Council,62.0
2017-04-01,2017-Q%q,2017,2017Q2,Limerick City & County Council,88.0
2017-04-01,2017-Q%q,2017,2017Q2,Leitrim County Council,22.0
2017-04-01,2017-Q%q,2017,2017Q2,Laois County Council,26.0
2017-04-01,2017-Q%q,2017,2017Q2,Meath County Council,229.0
2017-04-01,2017-Q%q,2017,2017Q2,Monaghan County Council,38.0
2017-04-01,2017-Q%q,2017,2017Q2,Mayo County Council,72.0
2017-04-01,2017-Q%q,2017,2017Q2,Offaly County Council,34.0
2017-04-01,2017-Q%q,2017,2017Q2,Roscommon County Council,18.0
2017-04-01,2017-Q%q,2017,2017Q2,South Dublin County Council,248.0
2017-04-01,2017-Q%q,2017,2017Q2,Sligo County Council,24.0
2017-04-01,2017-Q%q,2017,2017Q2,Tipperary County Council,47.0
2017-04-01,2017-Q%q,2017,2017Q2,Waterford City & County Council,72.0
2017-04-01,2017-Q%q,2017,2017Q2,Westmeath County Council,29.0
2017-04-01,2017-Q%q,2017,2017Q2,Wicklow County Council,127.0
2017-04-01,2017-Q%q,2017,2017Q2,Wexford County Council,81.0
2017-07-01,2017-Q%q,2017,2017Q3,Ireland,3715.0
2017-07-01,2017-Q%q,2017,2017Q3,Cork City Council,88.0
2017-07-01,2017-Q%q,2017,2017Q3,Clare County Council,84.0
2017-07-01,2017-Q%q,2017,2017Q3,Cavan County Council,27.0
2017-07-01,2017-Q%q,2017,2017Q3,Cork County Council,237.0
2017-07-01,2017-Q%q,2017,2017Q3,Carlow County Council,29.0
2017-07-01,2017-Q%q,2017,2017Q3,Dublin City Council,525.0
2017-07-01,2017-Q%q,2017,2017Q3,Dún Laoghaire Rathdown County Council,179.0
2017-07-01,2017-Q%q,2017,2017Q3,Donegal County Council,95.0
2017-07-01,2017-Q%q,2017,2017Q3,Fingal County Council,568.0
2017-07-01,2017-Q%q,2017,2017Q3,Galway County Council,116.0
2017-07-01,2017-Q%q,2017,2017Q3,Galway City Council,42.0
2017-07-01,2017-Q%q,2017,2017Q3,Kildare County Council,260.0
2017-07-01,2017-Q%q,2017,2017Q3,Kilkenny County Council,56.0
2017-07-01,2017-Q%q,2017,2017Q3,Kerry County Council,84.0
2017-07-01,2017-Q%q,2017,2017Q3,Longford County Council,23.0
2017-07-01,2017-Q%q,2017,2017Q3,Louth County Council,114.0
2017-07-01,2017-Q%q,2017,2017Q3,Limerick City & County Council,95.0
2017-07-01,2017-Q%q,2017,2017Q3,Leitrim County Council,23.0
2017-07-01,2017-Q%q,2017,2017Q3,Laois County Council,24.0
2017-07-01,2017-Q%q,2017,2017Q3,Meath County Council,281.0
2017-07-01,2017-Q%q,2017,2017Q3,Monaghan County Council,39.0
2017-07-01,2017-Q%q,2017,2017Q3,Mayo County Council,59.0
2017-07-01,2017-Q%q,2017,2017Q3,Offaly County Council,36.0
2017-07-01,2017-Q%q,2017,2017Q3,Roscommon County Council,24.0
2017-07-01,2017-Q%q,2017,2017Q3,South Dublin County Council,235.0
2017-07-01,2017-Q%q,2017,2017Q3,Sligo County Council,33.0
2017-07-01,2017-Q%q,2017,2017Q3,Tipperary County Council,45.0
2017-07-01,2017-Q%q,2017,2017Q3,Waterford City & County Council,51.0
2017-07-01,2017-Q%q,2017,2017Q3,Westmeath County Council,41.0
2017-07-01,2017-Q%q,2017,2017Q3,Wicklow County Council,116.0
2017-07-01,2017-Q%q,2017,2017Q3,Wexford County Council,86.0
2017-10-01,2017-Q%q,2017,2017Q4,Ireland,4530.0
2017-10-01,2017-Q%q,2017,2017Q4,Cork City Council,140.0
2017-10-01,2017-Q%q,2017,2017Q4,Clare County Council,61.0
2017-10-01,2017-Q%q,2017,2017Q4,Cavan County Council,38.0
2017-10-01,2017-Q%q,2017,2017Q4,Cork County Council,312.0
2017-10-01,2017-Q%q,2017,2017Q4,Carlow County Council,27.0
2017-10-01,2017-Q%q,2017,2017Q4,Dublin City Council,485.0
2017-10-01,2017-Q%q,2017,2017Q4,Dún Laoghaire Rathdown County Council,287.0
2017-10-01,2017-Q%q,2017,2017Q4,Donegal County Council,99.0
2017-10-01,2017-Q%q,2017,2017Q4,Fingal County Council,622.0
2017-10-01,2017-Q%q,2017,2017Q4,Galway County Council,154.0
2017-10-01,2017-Q%q,2017,2017Q4,Galway City Council,31.0
2017-10-01,2017-Q%q,2017,2017Q4,Kildare County Council,316.0
2017-10-01,2017-Q%q,2017,2017Q4,Kilkenny County Council,58.0
2017-10-01,2017-Q%q,2017,2017Q4,Kerry County Council,86.0
2017-10-01,2017-Q%q,2017,2017Q4,Longford County Council,25.0
2017-10-01,2017-Q%q,2017,2017Q4,Louth County Council,120.0
2017-10-01,2017-Q%q,2017,2017Q4,Limerick City & County Council,209.0
2017-10-01,2017-Q%q,2017,2017Q4,Leitrim County Council,17.0
2017-10-01,2017-Q%q,2017,2017Q4,Laois County Council,39.0
2017-10-01,2017-Q%q,2017,2017Q4,Meath County Council,402.0
2017-10-01,2017-Q%q,2017,2017Q4,Monaghan County Council,49.0
2017-10-01,2017-Q%q,2017,2017Q4,Mayo County Council,72.0
2017-10-01,2017-Q%q,2017,2017Q4,Offaly County Council,32.0
2017-10-01,2017-Q%q,2017,2017Q4,Roscommon County Council,41.0
2017-10-01,2017-Q%q,2017,2017Q4,South Dublin County Council,347.0
2017-10-01,2017-Q%q,2017,2017Q4,Sligo County Council,47.0
2017-10-01,2017-Q%q,2017,2017Q4,Tipperary County Council,57.0
2017-10-01,2017-Q%q,2017,2017Q4,Waterford City & County Council,95.0
2017-10-01,2017-Q%q,2017,2017Q4,Westmeath County Council,40.0
2017-10-01,2017-Q%q,2017,2017Q4,Wicklow County Council,136.0
2017-10-01,2017-Q%q,2017,2017Q4,Wexford County Council,86.0
2018-01-01,2018-Q%q,2018,2018Q1,Ireland,3430.0
2018-01-01,2018-Q%q,2018,2018Q1,Cork City Council,120.0
2018-01-01,2018-Q%q,2018,2018Q1,Clare County Council,55.0
2018-01-01,2018-Q%q,2018,2018Q1,Cavan County Council,35.0
2018-01-01,2018-Q%q,2018,2018Q1,Cork County Council,223.0
2018-01-01,2018-Q%q,2018,2018Q1,Carlow County Council,47.0
2018-01-01,2018-Q%q,2018,2018Q1,Dublin City Council,328.0
2018-01-01,2018-Q%q,2018,2018Q1,Dún Laoghaire Rathdown County Council,212.0
2018-01-01,2018-Q%q,2018,2018Q1,Donegal County Council,86.0
2018-01-01,2018-Q%q,2018,2018Q1,Fingal County Council,410.0
2018-01-01,2018-Q%q,2018,2018Q1,Galway County Council,112.0
2018-01-01,2018-Q%q,2018,2018Q1,Galway City Council,30.0
2018-01-01,2018-Q%q,2018,2018Q1,Kildare County Council,246.0
2018-01-01,2018-Q%q,2018,2018Q1,Kilkenny County Council,29.0
2018-01-01,2018-Q%q,2018,2018Q1,Kerry County Council,92.0
2018-01-01,2018-Q%q,2018,2018Q1,Longford County Council,14.0
2018-01-01,2018-Q%q,2018,2018Q1,Louth County Council,125.0
2018-01-01,2018-Q%q,2018,2018Q1,Limerick City & County Council,125.0
2018-01-01,2018-Q%q,2018,2018Q1,Leitrim County Council,14.0
2018-01-01,2018-Q%q,2018,2018Q1,Laois County Council,34.0
2018-01-01,2018-Q%q,2018,2018Q1,Meath County Council,292.0
2018-01-01,2018-Q%q,2018,2018Q1,Monaghan County Council,24.0
2018-01-01,2018-Q%q,2018,2018Q1,Mayo County Council,69.0
2018-01-01,2018-Q%q,2018,2018Q1,Offaly County Council,26.0
2018-01-01,2018-Q%q,2018,2018Q1,Roscommon County Council,30.0
2018-01-01,2018-Q%q,2018,2018Q1,South Dublin County Council,242.0
2018-01-01,2018-Q%q,2018,2018Q1,Sligo County Council,31.0
2018-01-01,2018-Q%q,2018,2018Q1,Tipperary County Council,38.0
2018-01-01,2018-Q%q,2018,2018Q1,Waterford City & County Council,67.0
2018-01-01,2018-Q%q,2018,2018Q1,Westmeath County Council,33.0
2018-01-01,2018-Q%q,2018,2018Q1,Wicklow County Council,138.0
2018-01-01,2018-Q%q,2018,2018Q1,Wexford County Council,103.0
2018-04-01,2018-Q%q,2018,2018Q2,Ireland,4351.0
2018-04-01,2018-Q%q,2018,2018Q2,Cork City Council,116.0
2018-04-01,2018-Q%q,2018,2018Q2,Clare County Council,53.0
2018-04-01,2018-Q%q,2018,2018Q2,Cavan County Council,39.0
2018-04-01,2018-Q%q,2018,2018Q2,Cork County Council,324.0
2018-04-01,2018-Q%q,2018,2018Q2,Carlow County Council,44.0
2018-04-01,2018-Q%q,2018,2018Q2,Dublin City Council,308.0
2018-04-01,2018-Q%q,2018,2018Q2,Dún Laoghaire Rathdown County Council,348.0
2018-04-01,2018-Q%q,2018,2018Q2,Donegal County Council,90.0
2018-04-01,2018-Q%q,2018,2018Q2,Fingal County Council,665.0
2018-04-01,2018-Q%q,2018,2018Q2,Galway County Council,131.0
2018-04-01,2018-Q%q,2018,2018Q2,Galway City Council,41.0
2018-04-01,2018-Q%q,2018,2018Q2,Kildare County Council,271.0
2018-04-01,2018-Q%q,2018,2018Q2,Kilkenny County Council,51.0
2018-04-01,2018-Q%q,2018,2018Q2,Kerry County Council,79.0
2018-04-01,2018-Q%q,2018,2018Q2,Longford County Council,15.0
2018-04-01,2018-Q%q,2018,2018Q2,Louth County Council,148.0
2018-04-01,2018-Q%q,2018,2018Q2,Limerick City & County Council,137.0
2018-04-01,2018-Q%q,2018,2018Q2,Leitrim County Council,13.0
2018-04-01,2018-Q%q,2018,2018Q2,Laois County Council,91.0
2018-04-01,2018-Q%q,2018,2018Q2,Meath County Council,339.0
2018-04-01,2018-Q%q,2018,2018Q2,Monaghan County Council,41.0
2018-04-01,2018-Q%q,2018,2018Q2,Mayo County Council,70.0
2018-04-01,2018-Q%q,2018,2018Q2,Offaly County Council,20.0
2018-04-01,2018-Q%q,2018,2018Q2,Roscommon County Council,31.0
2018-04-01,2018-Q%q,2018,2018Q2,South Dublin County Council,466.0
2018-04-01,2018-Q%q,2018,2018Q2,Sligo County Council,36.0
2018-04-01,2018-Q%q,2018,2018Q2,Tipperary County Council,44.0
2018-04-01,2018-Q%q,2018,2018Q2,Waterford City & County Council,78.0
2018-04-01,2018-Q%q,2018,2018Q2,Westmeath County Council,27.0
2018-04-01,2018-Q%q,2018,2018Q2,Wicklow County Council,120.0
2018-04-01,2018-Q%q,2018,2018Q2,Wexford County Council,115.0
2018-07-01,2018-Q%q,2018,2018Q3,Ireland,4594.0
2018-07-01,2018-Q%q,2018,2018Q3,Cork City Council,156.0
2018-07-01,2018-Q%q,2018,2018Q3,Clare County Council,75.0
2018-07-01,2018-Q%q,2018,2018Q3,Cavan County Council,37.0
2018-07-01,2018-Q%q,2018,2018Q3,Cork County Council,291.0
2018-07-01,2018-Q%q,2018,2018Q3,Carlow County Council,40.0
2018-07-01,2018-Q%q,2018,2018Q3,Dublin City Council,534.0
2018-07-01,2018-Q%q,2018,2018Q3,Dún Laoghaire Rathdown County Council,367.0
2018-07-01,2018-Q%q,2018,2018Q3,Donegal County Council,124.0
2018-07-01,2018-Q%q,2018,2018Q3,Fingal County Council,514.0
2018-07-01,2018-Q%q,2018,2018Q3,Galway County Council,122.0
2018-07-01,2018-Q%q,2018,2018Q3,Galway City Council,26.0
2018-07-01,2018-Q%q,2018,2018Q3,Kildare County Council,326.0
2018-07-01,2018-Q%q,2018,2018Q3,Kilkenny County Council,52.0
2018-07-01,2018-Q%q,2018,2018Q3,Kerry County Council,117.0
2018-07-01,2018-Q%q,2018,2018Q3,Longford County Council,11.0
2018-07-01,2018-Q%q,2018,2018Q3,Louth County Council,134.0
2018-07-01,2018-Q%q,2018,2018Q3,Limerick City & County Council,109.0
2018-07-01,2018-Q%q,2018,2018Q3,Leitrim County Council,18.0
2018-07-01,2018-Q%q,2018,2018Q3,Laois County Council,52.0
2018-07-01,2018-Q%q,2018,2018Q3,Meath County Council,394.0
2018-07-01,2018-Q%q,2018,2018Q3,Monaghan County Council,32.0
2018-07-01,2018-Q%q,2018,2018Q3,Mayo County Council,81.0
2018-07-01,2018-Q%q,2018,2018Q3,Offaly County Council,23.0
2018-07-01,2018-Q%q,2018,2018Q3,Roscommon County Council,37.0
2018-07-01,2018-Q%q,2018,2018Q3,South Dublin County Council,429.0
2018-07-01,2018-Q%q,2018,2018Q3,Sligo County Council,44.0
2018-07-01,2018-Q%q,2018,2018Q3,Tipperary County Council,40.0
2018-07-01,2018-Q%q,2018,2018Q3,Waterford City & County Council,106.0
2018-07-01,2018-Q%q,2018,2018Q3,Westmeath County Council,31.0
2018-07-01,2018-Q%q,2018,2018Q3,Wicklow County Council,125.0
2018-07-01,2018-Q%q,2018,2018Q3,Wexford County Council,147.0
2018-10-01,2018-Q%q,2018,2018Q4,Ireland,5402.0
2018-10-01,2018-Q%q,2018,2018Q4,Cork City Council,197.0
2018-10-01,2018-Q%q,2018,2018Q4,Clare County Council,56.0
2018-10-01,2018-Q%q,2018,2018Q4,Cavan County Council,47.0
2018-10-01,2018-Q%q,2018,2018Q4,Cork County Council,308.0
2018-10-01,2018-Q%q,2018,2018Q4,Carlow County Council,97.0
2018-10-01,2018-Q%q,2018,2018Q4,Dublin City Council,634.0
2018-10-01,2018-Q%q,2018,2018Q4,Dún Laoghaire Rathdown County Council,356.0
2018-10-01,2018-Q%q,2018,2018Q4,Donegal County Council,131.0
2018-10-01,2018-Q%q,2018,2018Q4,Fingal County Council,510.0
2018-10-01,2018-Q%q,2018,2018Q4,Galway County Council,167.0
2018-10-01,2018-Q%q,2018,2018Q4,Galway City Council,37.0
2018-10-01,2018-Q%q,2018,2018Q4,Kildare County Council,381.0
2018-10-01,2018-Q%q,2018,2018Q4,Kilkenny County Council,85.0
2018-10-01,2018-Q%q,2018,2018Q4,Kerry County Council,98.0
2018-10-01,2018-Q%q,2018,2018Q4,Longford County Council,25.0
2018-10-01,2018-Q%q,2018,2018Q4,Louth County Council,184.0
2018-10-01,2018-Q%q,2018,2018Q4,Limerick City & County Council,132.0
2018-10-01,2018-Q%q,2018,2018Q4,Leitrim County Council,15.0
2018-10-01,2018-Q%q,2018,2018Q4,Laois County Council,52.0
2018-10-01,2018-Q%q,2018,2018Q4,Meath County Council,480.0
2018-10-01,2018-Q%q,2018,2018Q4,Monaghan County Council,32.0
2018-10-01,2018-Q%q,2018,2018Q4,Mayo County Council,94.0
2018-10-01,2018-Q%q,2018,2018Q4,Offaly County Council,36.0
2018-10-01,2018-Q%q,2018,2018Q4,Roscommon County Council,47.0
2018-10-01,2018-Q%q,2018,2018Q4,South Dublin County Council,513.0
2018-10-01,2018-Q%q,2018,2018Q4,Sligo County Council,55.0
2018-10-01,2018-Q%q,2018,2018Q4,Tipperary County Council,70.0
2018-10-01,2018-Q%q,2018,2018Q4,Waterford City & County Council,162.0
2018-10-01,2018-Q%q,2018,2018Q4,Westmeath County Council,76.0
2018-10-01,2018-Q%q,2018,2018Q4,Wicklow County Council,202.0
2018-10-01,2018-Q%q,2018,2018Q4,Wexford County Council,123.0
2019-01-01,2019-Q%q,2019,2019Q1,Ireland,4221.0
2019-01-01,2019-Q%q,2019,2019Q1,Cork City Council,150.0
2019-01-01,2019-Q%q,2019,2019Q1,Clare County Council,56.0
2019-01-01,2019-Q%q,2019,2019Q1,Cavan County Council,31.0
2019-01-01,2019-Q%q,2019,2019Q1,Cork County Council,275.0
2019-01-01,2019-Q%q,2019,2019Q1,Carlow County Council,41.0
2019-01-01,2019-Q%q,2019,2019Q1,Dublin City Council,518.0
2019-01-01,2019-Q%q,2019,2019Q1,Dún Laoghaire Rathdown County Council,199.0
2019-01-01,2019-Q%q,2019,2019Q1,Donegal County Council,86.0
2019-01-01,2019-Q%q,2019,2019Q1,Fingal County Council,353.0
2019-01-01,2019-Q%q,2019,2019Q1,Galway County Council,144.0
2019-01-01,2019-Q%q,2019,2019Q1,Galway City Council,30.0
2019-01-01,2019-Q%q,2019,2019Q1,Kildare County Council,395.0
2019-01-01,2019-Q%q,2019,2019Q1,Kilkenny County Council,54.0
2019-01-01,2019-Q%q,2019,2019Q1,Kerry County Council,80.0
2019-01-01,2019-Q%q,2019,2019Q1,Longford County Council,39.0
2019-01-01,2019-Q%q,2019,2019Q1,Louth County Council,171.0
2019-01-01,2019-Q%q,2019,2019Q1,Limerick City & County Council,87.0
2019-01-01,2019-Q%q,2019,2019Q1,Leitrim County Council,11.0
2019-01-01,2019-Q%q,2019,2019Q1,Laois County Council,33.0
2019-01-01,2019-Q%q,2019,2019Q1,Meath County Council,294.0
2019-01-01,2019-Q%q,2019,2019Q1,Monaghan County Council,62.0
2019-01-01,2019-Q%q,2019,2019Q1,Mayo County Council,96.0
2019-01-01,2019-Q%q,2019,2019Q1,Offaly County Council,40.0
2019-01-01,2019-Q%q,2019,2019Q1,Roscommon County Council,39.0
2019-01-01,2019-Q%q,2019,2019Q1,South Dublin County Council,383.0
2019-01-01,2019-Q%q,2019,2019Q1,Sligo County Council,11.0
2019-01-01,2019-Q%q,2019,2019Q1,Tipperary County Council,72.0
2019-01-01,2019-Q%q,2019,2019Q1,Waterford City & County Council,76.0
2019-01-01,2019-Q%q,2019,2019Q1,Westmeath County Council,52.0
2019-01-01,2019-Q%q,2019,2019Q1,Wicklow County Council,208.0
2019-01-01,2019-Q%q,2019,2019Q1,Wexford County Council,135.0
2019-04-01,2019-Q%q,2019,2019Q2,Ireland,4789.0
2019-04-01,2019-Q%q,2019,2019Q2,Cork City Council,153.0
2019-04-01,2019-Q%q,2019,2019Q2,Clare County Council,120.0
2019-04-01,2019-Q%q,2019,2019Q2,Cavan County Council,32.0
2019-04-01,2019-Q%q,2019,2019Q2,Cork County Council,379.0
2019-04-01,2019-Q%q,2019,2019Q2,Carlow County Council,41.0
2019-04-01,2019-Q%q,2019,2019Q2,Dublin City Council,403.0
2019-04-01,2019-Q%q,2019,2019Q2,Dún Laoghaire Rathdown County Council,197.0
2019-04-01,2019-Q%q,2019,2019Q2,Donegal County Council,110.0
2019-04-01,2019-Q%q,2019,2019Q2,Fingal County Council,497.0
2019-04-01,2019-Q%q,2019,2019Q2,Galway County Council,197.0
2019-04-01,2019-Q%q,2019,2019Q2,Galway City Council,41.0
2019-04-01,2019-Q%q,2019,2019Q2,Kildare County Council,394.0
2019-04-01,2019-Q%q,2019,2019Q2,Kilkenny County Council,48.0
2019-04-01,2019-Q%q,2019,2019Q2,Kerry County Council,102.0
2019-04-01,2019-Q%q,2019,2019Q2,Longford County Council,15.0
2019-04-01,2019-Q%q,2019,2019Q2,Louth County Council,135.0
2019-04-01,2019-Q%q,2019,2019Q2,Limerick City & County Council,163.0
2019-04-01,2019-Q%q,2019,2019Q2,Leitrim County Council,11.0
2019-04-01,2019-Q%q,2019,2019Q2,Laois County Council,48.0
2019-04-01,2019-Q%q,2019,2019Q2,Meath County Council,468.0
2019-04-01,2019-Q%q,2019,2019Q2,Monaghan County Council,57.0
2019-04-01,2019-Q%q,2019,2019Q2,Mayo County Council,81.0
2019-04-01,2019-Q%q,2019,2019Q2,Offaly County Council,37.0
2019-04-01,2019-Q%q,2019,2019Q2,Roscommon County Council,34.0
2019-04-01,2019-Q%q,2019,2019Q2,South Dublin County Council,358.0
2019-04-01,2019-Q%q,2019,2019Q2,Sligo County Council,39.0
2019-04-01,2019-Q%q,2019,2019Q2,Tipperary County Council,79.0
2019-04-01,2019-Q%q,2019,2019Q2,Waterford City & County Council,84.0
2019-04-01,2019-Q%q,2019,2019Q2,Westmeath County Council,59.0
2019-04-01,2019-Q%q,2019,2019Q2,Wicklow County Council,233.0
2019-04-01,2019-Q%q,2019,2019Q2,Wexford County Council,174.0
2019-07-01,2019-Q%q,2019,2019Q3,Ireland,5600.0
2019-07-01,2019-Q%q,2019,2019Q3,Cork City Council,143.0
2019-07-01,2019-Q%q,2019,2019Q3,Clare County Council,102.0
2019-07-01,2019-Q%q,2019,2019Q3,Cavan County Council,38.0
2019-07-01,2019-Q%q,2019,2019Q3,Cork County Council,285.0
2019-07-01,2019-Q%q,2019,2019Q3,Carlow County Council,39.0
2019-07-01,2019-Q%q,2019,2019Q3,Dublin City Council,369.0
2019-07-01,2019-Q%q,2019,2019Q3,Dún Laoghaire Rathdown County Council,488.0
2019-07-01,2019-Q%q,2019,2019Q3,Donegal County Council,133.0
2019-07-01,2019-Q%q,2019,2019Q3,Fingal County Council,684.0
2019-07-01,2019-Q%q,2019,2019Q3,Galway County Council,199.0
2019-07-01,2019-Q%q,2019,2019Q3,Galway City Council,92.0
2019-07-01,2019-Q%q,2019,2019Q3,Kildare County Council,485.0
2019-07-01,2019-Q%q,2019,2019Q3,Kilkenny County Council,93.0
2019-07-01,2019-Q%q,2019,2019Q3,Kerry County Council,115.0
2019-07-01,2019-Q%q,2019,2019Q3,Longford County Council,28.0
2019-07-01,2019-Q%q,2019,2019Q3,Louth County Council,157.0
2019-07-01,2019-Q%q,2019,2019Q3,Limerick City & County Council,125.0
2019-07-01,2019-Q%q,2019,2019Q3,Leitrim County Council,10.0
2019-07-01,2019-Q%q,2019,2019Q3,Laois County Council,82.0
2019-07-01,2019-Q%q,2019,2019Q3,Meath County Council,470.0
2019-07-01,2019-Q%q,2019,2019Q3,Monaghan County Council,98.0
2019-07-01,2019-Q%q,2019,2019Q3,Mayo County Council,93.0
2019-07-01,2019-Q%q,2019,2019Q3,Offaly County Council,51.0
2019-07-01,2019-Q%q,2019,2019Q3,Roscommon County Council,33.0
2019-07-01,2019-Q%q,2019,2019Q3,South Dublin County Council,393.0
2019-07-01,2019-Q%q,2019,2019Q3,Sligo County Council,36.0
2019-07-01,2019-Q%q,2019,2019Q3,Tipperary County Council,82.0
2019-07-01,2019-Q%q,2019,2019Q3,Waterford City & County Council,142.0
2019-07-01,2019-Q%q,2019,2019Q3,Westmeath County Council,61.0
2019-07-01,2019-Q%q,2019,2019Q3,Wicklow County Council,351.0
2019-07-01,2019-Q%q,2019,2019Q3,Wexford County Council,123.0
2019-10-01,2019-Q%q,2019,2019Q4,Ireland,6402.0
2019-10-01,2019-Q%q,2019,2019Q4,Cork City Council,278.0
2019-10-01,2019-Q%q,2019,2019Q4,Clare County Council,108.0
2019-10-01,2019-Q%q,2019,2019Q4,Cavan County Council,36.0
2019-10-01,2019-Q%q,2019,2019Q4,Cork County Council,472.0
2019-10-01,2019-Q%q,2019,2019Q4,Carlow County Council,73.0
2019-10-01,2019-Q%q,2019,2019Q4,Dublin City Council,488.0
2019-10-01,2019-Q%q,2019,2019Q4,Dún Laoghaire Rathdown County Council,254.0
2019-10-01,2019-Q%q,2019,2019Q4,Donegal County Council,101.0
2019-10-01,2019-Q%q,2019,2019Q4,Fingal County Council,783.0
2019-10-01,2019-Q%q,2019,2019Q4,Galway County Council,249.0
2019-10-01,2019-Q%q,2019,2019Q4,Galway City Council,93.0
2019-10-01,2019-Q%q,2019,2019Q4,Kildare County Council,623.0
2019-10-01,2019-Q%q,2019,2019Q4,Kilkenny County Council,94.0
2019-10-01,2019-Q%q,2019,2019Q4,Kerry County Council,146.0
2019-10-01,2019-Q%q,2019,2019Q4,Longford County Council,50.0
2019-10-01,2019-Q%q,2019,2019Q4,Louth County Council,203.0
2019-10-01,2019-Q%q,2019,2019Q4,Limerick City & County Council,177.0
2019-10-01,2019-Q%q,2019,2019Q4,Leitrim County Council,7.0
2019-10-01,2019-Q%q,2019,2019Q4,Laois County Council,77.0
2019-10-01,2019-Q%q,2019,2019Q4,Meath County Council,404.0
2019-10-01,2019-Q%q,2019,2019Q4,Monaghan County Council,63.0
2019-10-01,2019-Q%q,2019,2019Q4,Mayo County Council,167.0
2019-10-01,2019-Q%q,2019,2019Q4,Offaly County Council,99.0
2019-10-01,2019-Q%q,2019,2019Q4,Roscommon County Council,47.0
2019-10-01,2019-Q%q,2019,2019Q4,South Dublin County Council,523.0
2019-10-01,2019-Q%q,2019,2019Q4,Sligo County Council,27.0
2019-10-01,2019-Q%q,2019,2019Q4,Tipperary County Council,76.0
2019-10-01,2019-Q%q,2019,2019Q4,Waterford City & County Council,139.0
2019-10-01,2019-Q%q,2019,2019Q4,Westmeath County Council,70.0
2019-10-01,2019-Q%q,2019,2019Q4,Wicklow County Council,322.0
2019-10-01,2019-Q%q,2019,2019Q4,Wexford County Council,153.0
